step,time_s,x_over_L,cdf,survival
20000,0.00015000000000000001,0.79,1.0,0.0
20000,0.00015000000000000001,0.792,1.0,0.0
20000,0.00015000000000000001,0.794,1.0,0.0
20000,0.00015000000000000001,0.796,1.0,0.0
20000,0.00015000000000000001,0.798,1.0,0.0
20000,0.00015000000000000001,0.8,1.0,0.0
20000,0.00015000000000000001,0.802,1.0,0.0
20000,0.00015000000000000001,0.804,1.0,0.0
20000,0.00015000000000000001,0.806,1.0,0.0
20000,0.00015000000000000001,0.808,1.0,0.0
20000,0.00015000000000000001,0.81,1.0,0.0
20000,0.00015000000000000001,0.812,1.0,0.0
20000,0.00015000000000000001,0.8140000000000001,1.0,0.0
20000,0.00015000000000000001,0.8160000000000001,1.0,0.0
20000,0.00015000000000000001,0.8180000000000001,1.0,0.0
20000,0.00015000000000000001,0.8200000000000001,1.0,0.0
20000,0.00015000000000000001,0.8220000000000001,1.0,0.0
20000,0.00015000000000000001,0.8240000000000001,1.0,0.0
20000,0.00015000000000000001,0.8260000000000001,1.0,0.0
20000,0.00015000000000000001,0.8280000000000001,1.0,0.0
20000,0.00015000000000000001,0.8300000000000001,1.0,0.0
20000,0.00015000000000000001,0.8320000000000001,1.0,0.0
20000,0.00015000000000000001,0.834,1.0,0.0
20000,0.00015000000000000001,0.836,1.0,0.0
20000,0.00015000000000000001,0.838,1.0,0.0
20000,0.00015000000000000001,0.84,1.0,0.0
20000,0.00015000000000000001,0.842,1.0,0.0
20000,0.00015000000000000001,0.844,1.0,0.0
20000,0.00015000000000000001,0.846,1.0,0.0
20000,0.00015000000000000001,0.848,1.0,0.0
20000,0.00015000000000000001,0.85,1.0,0.0
20000,0.00015000000000000001,0.852,1.0,0.0
20000,0.00015000000000000001,0.854,1.0,0.0
20000,0.00015000000000000001,0.856,1.0,0.0
20000,0.00015000000000000001,0.858,1.0,0.0
20000,0.00015000000000000001,0.86,1.0,0.0
20000,0.00015000000000000001,0.862,1.0,0.0
20000,0.00015000000000000001,0.864,1.0,0.0
20000,0.00015000000000000001,0.866,1.0,0.0
20000,0.00015000000000000001,0.868,1.0,0.0
20000,0.00015000000000000001,0.87,1.0,0.0
20000,0.00015000000000000001,0.872,1.0,0.0
20000,0.00015000000000000001,0.874,1.0,0.0
20000,0.00015000000000000001,0.876,1.0,0.0
20000,0.00015000000000000001,0.878,1.0,0.0
20000,0.00015000000000000001,0.88,1.0,0.0
20000,0.00015000000000000001,0.882,1.0,0.0
20000,0.00015000000000000001,0.884,1.0,0.0
