transition_time_s,n,empirical,low,high,fitted,state
8.307386793108374e-4,12,0.21402541608967274,0.21402541608967274,0.21402541608967274,0.21385773547932235,Reverse
8.600775647026473e-4,12,0.213068007880081,0.213068007880081,0.213068007880081,0.2063019769829882,Reverse
8.904526004717918e-4,12,0.2119115925559596,0.2119115925559596,0.2119115925559596,0.19893287154550013,Reverse
9.219003799513199e-4,12,0.21033186799685555,0.21033186799685555,0.21033186799685555,0.19171599788094001,Reverse
9.544587888272571e-4,12,0.20951323665141475,0.20951323665141475,0.20951323665141475,0.1846528480623883,Reverse
9.881670507801493e-4,12,0.20868929311719978,0.20868929311719978,0.20868929311719978,0.17775834527999546,Reverse
0.0010230657747385093,12,0.20799182290710216,0.20799182290710216,0.20799182290710216,0.17104129594842032,Reverse
0.0010591970038011037,12,0.20740229241088187,0.20740229241088187,0.20740229241088187,0.16448057557935442,Reverse
0.0010966042658869975,12,0.20494546639025707,0.20494546639025707,0.20494546639025707,0.15807677120399047,Reverse
0.0011353326261743977,12,0.20324729007965828,0.20324729007965828,0.20324729007965828,0.15204599998239293,Reverse
0.0011754287413914559,12,0.20229277637580095,0.20229277637580095,0.20229277637580095,0.14623816871607812,Reverse
0.0012169409160244365,12,0.19763431719653468,0.19763431719653468,0.19763431719653468,0.14057679413711893,Reverse
0.0012599191605109769,12,0.1964030096551704,0.1964030096551704,0.1964030096551704,0.1350615896796039,Reverse
0.0013044152514885173,12,0.19540945107669766,0.19540945107669766,0.19540945107669766,0.1296921052660407,Reverse
0.0013504827941705306,12,0.19475119009566388,0.19475119009566388,0.19475119009566388,0.1244696787256237,Reverse
0.001398177286925642,12,0.19364858585681782,0.19364858585681782,0.19364858585681782,0.11941125089845664,Reverse
0.0014475561881374804,12,0.1855257814611367,0.1855257814611367,0.1855257814611367,0.11449562711313875,Reverse
0.0014986789854257983,12,0.18480662391975555,0.18480662391975555,0.18480662391975555,0.10970079933304794,Reverse
